ID, SourceCurrency, DestinationCurrency, SourceAmount
86968, EUR, AUD,91359833.5
86969, USD, EUR,91360884
86970, EUR, AUD,91361934.5
86971, USD, EUR,91362985
86972, EUR, AUD,91364035.5
86973, USD, EUR,91365086
86974, EUR, AUD,91366136.5
86975, USD, EUR,91367187
86976, EUR, AUD,91368237.5
86977, USD, EUR,91369288
86978, EUR, AUD,91370338.5
86979, USD, EUR,91371389
86980, EUR, AUD,91372439.5
86981, USD, EUR,91373490
86982, EUR, AUD,91374540.5
86983, USD, EUR,91375591
86984, EUR, AUD,91376641.5
86985, USD, EUR,91377692
86986, EUR, AUD,91378742.5
86987, USD, EUR,91379793
86988, EUR, AUD,91380843.5
86989, USD, EUR,91381894
86990, EUR, AUD,91382944.5
86991, USD, EUR,91383995
86992, EUR, AUD,91385045.5
86993, USD, EUR,91386096
86994, EUR, AUD,91387146.5
86995, USD, EUR,91388197
86996, EUR, AUD,91389247.5
86997, USD, EUR,91390298
86998, EUR, AUD,91391348.5
86999, USD, EUR,91392399
87000, EUR, AUD,91393449.5
87001, USD, EUR,91394500
87002, EUR, AUD,91395550.5
87003, USD, EUR,91396601
87004, EUR, AUD,91397651.5
87005, USD, EUR,91398702
87006, EUR, AUD,91399752.5
87007, USD, EUR,91400803
87008, EUR, AUD,91401853.5
87009, USD, EUR,91402904
87010, EUR, AUD,91403954.5
87011, USD, EUR,91405005
87012, EUR, AUD,91406055.5
87013, USD, EUR,91407106
87014, EUR, AUD,91408156.5
87015, USD, EUR,91409207
87016, EUR, AUD,91410257.5
87017, USD, EUR,91411308
87018, EUR, AUD,91412358.5
87019, USD, EUR,91413409
87020, EUR, AUD,91414459.5
87021, USD, EUR,91415510
87022, EUR, AUD,91416560.5
87023, USD, EUR,91417611
87024, EUR, AUD,91418661.5
87025, USD, EUR,91419712
87026, EUR, AUD,91420762.5
87027, USD, EUR,91421813
87028, EUR, AUD,91422863.5
87029, USD, EUR,91423914
87030, EUR, AUD,91424964.5
87031, USD, EUR,91426015
87032, EUR, AUD,91427065.5
87033, USD, EUR,91428116
87034, EUR, AUD,91429166.5
87035, USD, EUR,91430217
87036, EUR, AUD,91431267.5
87037, USD, EUR,91432318
87038, EUR, AUD,91433368.5
87039, USD, EUR,91434419
87040, EUR, AUD,91435469.5
87041, USD, EUR,91436520
87042, EUR, AUD,91437570.5
87043, USD, EUR,91438621
87044, EUR, AUD,91439671.5
87045, USD, EUR,91440722
87046, EUR, AUD,91441772.5
87047, USD, EUR,91442823
87048, EUR, AUD,91443873.5
87049, USD, EUR,91444924
87050, EUR, AUD,91445974.5
87051, USD, EUR,91447025
87052, EUR, AUD,91448075.5
87053, USD, EUR,91449126
87054, EUR, AUD,91450176.5
87055, USD, EUR,91451227
87056, EUR, AUD,91452277.5
87057, USD, EUR,91453328
87058, EUR, AUD,91454378.5
87059, USD, EUR,91455429
87060, EUR, AUD,91456479.5
87061, USD, EUR,91457530
87062, EUR, AUD,91458580.5
87063, USD, EUR,91459631
87064, EUR, AUD,91460681.5
87065, USD, EUR,91461732
87066, EUR, AUD,91462782.5
87067, USD, EUR,91463833
87068, EUR, AUD,91464883.5
87069, USD, EUR,91465934
87070, EUR, AUD,91466984.5
87071, USD, EUR,91468035
87072, EUR, AUD,91469085.5
87073, USD, EUR,91470136
87074, EUR, AUD,91471186.5
87075, USD, EUR,91472237
87076, EUR, AUD,91473287.5
87077, USD, EUR,91474338
87078, EUR, AUD,91475388.5
87079, USD, EUR,91476439
87080, EUR, AUD,91477489.5
87081, USD, EUR,91478540
87082, EUR, AUD,91479590.5
87083, USD, EUR,91480641
87084, EUR, AUD,91481691.5
87085, USD, EUR,91482742
87086, EUR, AUD,91483792.5
87087, USD, EUR,91484843
87088, EUR, AUD,91485893.5
87089, USD, EUR,91486944
87090, EUR, AUD,91487994.5
87091, USD, EUR,91489045
87092, EUR, AUD,91490095.5
87093, USD, EUR,91491146
87094, EUR, AUD,91492196.5
87095, USD, EUR,91493247
87096, EUR, AUD,91494297.5
87097, USD, EUR,91495348
87098, EUR, AUD,91496398.5
87099, USD, EUR,91497449
87100, EUR, AUD,91498499.5
87101, USD, EUR,91499550
87102, EUR, AUD,91500600.5
87103, USD, EUR,91501651
87104, EUR, AUD,91502701.5
87105, USD, EUR,91503752
87106, EUR, AUD,91504802.5
87107, USD, EUR,91505853
87108, EUR, AUD,91506903.5
87109, USD, EUR,91507954
87110, EUR, AUD,91509004.5
87111, USD, EUR,91510055
87112, EUR, AUD,91511105.5
87113, USD, EUR,91512156
87114, EUR, AUD,91513206.5
87115, USD, EUR,91514257
87116, EUR, AUD,91515307.5
87117, USD, EUR,91516358
87118, EUR, AUD,91517408.5
87119, USD, EUR,91518459
87120, EUR, AUD,91519509.5
87121, USD, EUR,91520560
87122, EUR, AUD,91521610.5
87123, USD, EUR,91522661
87124, EUR, AUD,91523711.5
87125, USD, EUR,91524762
87126, EUR, AUD,91525812.5
87127, USD, EUR,91526863
87128, EUR, AUD,91527913.5
87129, USD, EUR,91528964
87130, EUR, AUD,91530014.5
87131, USD, EUR,91531065
87132, EUR, AUD,91532115.5
87133, USD, EUR,91533166
87134, EUR, AUD,91534216.5
87135, USD, EUR,91535267
87136, EUR, AUD,91536317.5
87137, USD, EUR,91537368
87138, EUR, AUD,91538418.5
87139, USD, EUR,91539469
87140, EUR, AUD,91540519.5
87141, USD, EUR,91541570
87142, EUR, AUD,91542620.5
87143, USD, EUR,91543671
87144, EUR, AUD,91544721.5
87145, USD, EUR,91545772
87146, EUR, AUD,91546822.5
87147, USD, EUR,91547873
87148, EUR, AUD,91548923.5
87149, USD, EUR,91549974
87150, EUR, AUD,91551024.5
87151, USD, EUR,91552075
87152, EUR, AUD,91553125.5
87153, USD, EUR,91554176
87154, EUR, AUD,91555226.5
87155, USD, EUR,91556277
87156, EUR, AUD,91557327.5
87157, USD, EUR,91558378
87158, EUR, AUD,91559428.5
87159, USD, EUR,91560479
87160, EUR, AUD,91561529.5
87161, USD, EUR,91562580
87162, EUR, AUD,91563630.5
87163, USD, EUR,91564681
87164, EUR, AUD,91565731.5
87165, USD, EUR,91566782
87166, EUR, AUD,91567832.5
87167, USD, EUR,91568883
87168, EUR, AUD,91569933.5
87169, USD, EUR,91570984
87170, EUR, AUD,91572034.5
87171, USD, EUR,91573085
87172, EUR, AUD,91574135.5
87173, USD, EUR,91575186
87174, EUR, AUD,91576236.5
87175, USD, EUR,91577287
87176, EUR, AUD,91578337.5
87177, USD, EUR,91579388
87178, EUR, AUD,91580438.5
87179, USD, EUR,91581489
87180, EUR, AUD,91582539.5
87181, USD, EUR,91583590
87182, EUR, AUD,91584640.5
87183, USD, EUR,91585691
87184, EUR, AUD,91586741.5
87185, USD, EUR,91587792
87186, EUR, AUD,91588842.5
87187, USD, EUR,91589893
87188, EUR, AUD,91590943.5
87189, USD, EUR,91591994
87190, EUR, AUD,91593044.5
87191, USD, EUR,91594095
87192, EUR, AUD,91595145.5
87193, USD, EUR,91596196
87194, EUR, AUD,91597246.5
87195, USD, EUR,91598297
87196, EUR, AUD,91599347.5
87197, USD, EUR,91600398
87198, EUR, AUD,91601448.5
87199, USD, EUR,91602499
87200, EUR, AUD,91603549.5
87201, USD, EUR,91604600
87202, EUR, AUD,91605650.5
87203, USD, EUR,91606701
87204, EUR, AUD,91607751.5
87205, USD, EUR,91608802
87206, EUR, AUD,91609852.5
87207, USD, EUR,91610903
87208, EUR, AUD,91611953.5
87209, USD, EUR,91613004
87210, EUR, AUD,91614054.5
87211, USD, EUR,91615105
87212, EUR, AUD,91616155.5
87213, USD, EUR,91617206
87214, EUR, AUD,91618256.5
87215, USD, EUR,91619307
87216, EUR, AUD,91620357.5
87217, USD, EUR,91621408
87218, EUR, AUD,91622458.5
87219, USD, EUR,91623509
87220, EUR, AUD,91624559.5
87221, USD, EUR,91625610
87222, EUR, AUD,91626660.5
87223, USD, EUR,91627711
87224, EUR, AUD,91628761.5
87225, USD, EUR,91629812
87226, EUR, AUD,91630862.5
87227, USD, EUR,91631913
87228, EUR, AUD,91632963.5
87229, USD, EUR,91634014
87230, EUR, AUD,91635064.5
87231, USD, EUR,91636115
87232, EUR, AUD,91637165.5
87233, USD, EUR,91638216
87234, EUR, AUD,91639266.5
87235, USD, EUR,91640317
87236, EUR, AUD,91641367.5
87237, USD, EUR,91642418
87238, EUR, AUD,91643468.5
87239, USD, EUR,91644519
87240, EUR, AUD,91645569.5
87241, USD, EUR,91646620
87242, EUR, AUD,91647670.5
87243, USD, EUR,91648721
87244, EUR, AUD,91649771.5
87245, USD, EUR,91650822
87246, EUR, AUD,91651872.5
87247, USD, EUR,91652923
87248, EUR, AUD,91653973.5
87249, USD, EUR,91655024
87250, EUR, AUD,91656074.5
87251, USD, EUR,91657125
87252, EUR, AUD,91658175.5
87253, USD, EUR,91659226
87254, EUR, AUD,91660276.5
87255, USD, EUR,91661327
87256, EUR, AUD,91662377.5
87257, USD, EUR,91663428
87258, EUR, AUD,91664478.5
87259, USD, EUR,91665529
87260, EUR, AUD,91666579.5
87261, USD, EUR,91667630
87262, EUR, AUD,91668680.5
87263, USD, EUR,91669731
87264, EUR, AUD,91670781.5
87265, USD, EUR,91671832
87266, EUR, AUD,91672882.5
87267, USD, EUR,91673933
87268, EUR, AUD,91674983.5
87269, USD, EUR,91676034
87270, EUR, AUD,91677084.5
87271, USD, EUR,91678135
87272, EUR, AUD,91679185.5
87273, USD, EUR,91680236
87274, EUR, AUD,91681286.5
87275, USD, EUR,91682337
87276, EUR, AUD,91683387.5
87277, USD, EUR,91684438
87278, EUR, AUD,91685488.5
87279, USD, EUR,91686539
87280, EUR, AUD,91687589.5
87281, USD, EUR,91688640
87282, EUR, AUD,91689690.5
87283, USD, EUR,91690741
87284, EUR, AUD,91691791.5
87285, USD, EUR,91692842
87286, EUR, AUD,91693892.5
87287, USD, EUR,91694943
87288, EUR, AUD,91695993.5
87289, USD, EUR,91697044
87290, EUR, AUD,91698094.5
87291, USD, EUR,91699145
87292, EUR, AUD,91700195.5
87293, USD, EUR,91701246
87294, EUR, AUD,91702296.5
87295, USD, EUR,91703347
87296, EUR, AUD,91704397.5
87297, USD, EUR,91705448
87298, EUR, AUD,91706498.5
87299, USD, EUR,91707549
87300, EUR, AUD,91708599.5
87301, USD, EUR,91709650
87302, EUR, AUD,91710700.5
87303, USD, EUR,91711751
87304, EUR, AUD,91712801.5
87305, USD, EUR,91713852
87306, EUR, AUD,91714902.5
87307, USD, EUR,91715953
87308, EUR, AUD,91717003.5
87309, USD, EUR,91718054
87310, EUR, AUD,91719104.5
87311, USD, EUR,91720155
87312, EUR, AUD,91721205.5
87313, USD, EUR,91722256
87314, EUR, AUD,91723306.5
87315, USD, EUR,91724357
87316, EUR, AUD,91725407.5
87317, USD, EUR,91726458
87318, EUR, AUD,91727508.5
87319, USD, EUR,91728559
87320, EUR, AUD,91729609.5
87321, USD, EUR,91730660
87322, EUR, AUD,91731710.5
87323, USD, EUR,91732761
87324, EUR, AUD,91733811.5
87325, USD, EUR,91734862
87326, EUR, AUD,91735912.5
87327, USD, EUR,91736963
87328, EUR, AUD,91738013.5
87329, USD, EUR,91739064
87330, EUR, AUD,91740114.5
87331, USD, EUR,91741165
87332, EUR, AUD,91742215.5
87333, USD, EUR,91743266
87334, EUR, AUD,91744316.5
87335, USD, EUR,91745367
87336, EUR, AUD,91746417.5
87337, USD, EUR,91747468
87338, EUR, AUD,91748518.5
87339, USD, EUR,91749569
87340, EUR, AUD,91750619.5
87341, USD, EUR,91751670
87342, EUR, AUD,91752720.5
87343, USD, EUR,91753771
87344, EUR, AUD,91754821.5
87345, USD, EUR,91755872
87346, EUR, AUD,91756922.5
87347, USD, EUR,91757973
87348, EUR, AUD,91759023.5
87349, USD, EUR,91760074
87350, EUR, AUD,91761124.5
87351, USD, EUR,91762175
87352, EUR, AUD,91763225.5
87353, USD, EUR,91764276
87354, EUR, AUD,91765326.5
87355, USD, EUR,91766377
87356, EUR, AUD,91767427.5
87357, USD, EUR,91768478
87358, EUR, AUD,91769528.5
87359, USD, EUR,91770579
87360, EUR, AUD,91771629.5
87361, USD, EUR,91772680
87362, EUR, AUD,91773730.5
87363, USD, EUR,91774781
87364, EUR, AUD,91775831.5
87365, USD, EUR,91776882
87366, EUR, AUD,91777932.5
87367, USD, EUR,91778983
87368, EUR, AUD,91780033.5
87369, USD, EUR,91781084
87370, EUR, AUD,91782134.5
87371, USD, EUR,91783185
87372, EUR, AUD,91784235.5
87373, USD, EUR,91785286
87374, EUR, AUD,91786336.5
87375, USD, EUR,91787387
87376, EUR, AUD,91788437.5
87377, USD, EUR,91789488
87378, EUR, AUD,91790538.5
87379, USD, EUR,91791589
87380, EUR, AUD,91792639.5
87381, USD, EUR,91793690
87382, EUR, AUD,91794740.5
87383, USD, EUR,91795791
87384, EUR, AUD,91796841.5
87385, USD, EUR,91797892
87386, EUR, AUD,91798942.5
87387, USD, EUR,91799993
87388, EUR, AUD,91801043.5
87389, USD, EUR,91802094
87390, EUR, AUD,91803144.5
87391, USD, EUR,91804195
87392, EUR, AUD,91805245.5
87393, USD, EUR,91806296
87394, EUR, AUD,91807346.5
87395, USD, EUR,91808397
87396, EUR, AUD,91809447.5
87397, USD, EUR,91810498
87398, EUR, AUD,91811548.5
87399, USD, EUR,91812599
87400, EUR, AUD,91813649.5
87401, USD, EUR,91814700
87402, EUR, AUD,91815750.5
87403, USD, EUR,91816801
87404, EUR, AUD,91817851.5
87405, USD, EUR,91818902
87406, EUR, AUD,91819952.5
87407, USD, EUR,91821003
87408, EUR, AUD,91822053.5
87409, USD, EUR,91823104
87410, EUR, AUD,91824154.5
87411, USD, EUR,91825205
87412, EUR, AUD,91826255.5
87413, USD, EUR,91827306
87414, EUR, AUD,91828356.5
87415, USD, EUR,91829407
87416, EUR, AUD,91830457.5
87417, USD, EUR,91831508
87418, EUR, AUD,91832558.5
87419, USD, EUR,91833609
87420, EUR, AUD,91834659.5
87421, USD, EUR,91835710
87422, EUR, AUD,91836760.5
87423, USD, EUR,91837811
87424, EUR, AUD,91838861.5
87425, USD, EUR,91839912
87426, EUR, AUD,91840962.5
87427, USD, EUR,91842013
87428, EUR, AUD,91843063.5
87429, USD, EUR,91844114
87430, EUR, AUD,91845164.5
87431, USD, EUR,91846215
87432, EUR, AUD,91847265.5
87433, USD, EUR,91848316
87434, EUR, AUD,91849366.5
87435, USD, EUR,91850417
87436, EUR, AUD,91851467.5
87437, USD, EUR,91852518
87438, EUR, AUD,91853568.5
87439, USD, EUR,91854619
87440, EUR, AUD,91855669.5
87441, USD, EUR,91856720
87442, EUR, AUD,91857770.5
87443, USD, EUR,91858821
87444, EUR, AUD,91859871.5
87445, USD, EUR,91860922
87446, EUR, AUD,91861972.5
87447, USD, EUR,91863023
87448, EUR, AUD,91864073.5
87449, USD, EUR,91865124
87450, EUR, AUD,91866174.5
87451, USD, EUR,91867225
87452, EUR, AUD,91868275.5
87453, USD, EUR,91869326
87454, EUR, AUD,91870376.5
87455, USD, EUR,91871427
87456, EUR, AUD,91872477.5
87457, USD, EUR,91873528
87458, EUR, AUD,91874578.5
87459, USD, EUR,91875629
87460, EUR, AUD,91876679.5
87461, USD, EUR,91877730
87462, EUR, AUD,91878780.5
87463, USD, EUR,91879831
87464, EUR, AUD,91880881.5
87465, USD, EUR,91881932
87466, EUR, AUD,91882982.5
87467, USD, EUR,91884033
87468, EUR, AUD,91885083.5
87469, USD, EUR,91886134
87470, EUR, AUD,91887184.5
87471, USD, EUR,91888235
87472, EUR, AUD,91889285.5
87473, USD, EUR,91890336
87474, EUR, AUD,91891386.5
87475, USD, EUR,91892437
87476, EUR, AUD,91893487.5
87477, USD, EUR,91894538
87478, EUR, AUD,91895588.5
87479, USD, EUR,91896639
87480, EUR, AUD,91897689.5
87481, USD, EUR,91898740
87482, EUR, AUD,91899790.5
87483, USD, EUR,91900841
87484, EUR, AUD,91901891.5
87485, USD, EUR,91902942
87486, EUR, AUD,91903992.5
87487, USD, EUR,91905043
87488, EUR, AUD,91906093.5
87489, USD, EUR,91907144
87490, EUR, AUD,91908194.5
87491, USD, EUR,91909245
87492, EUR, AUD,91910295.5
87493, USD, EUR,91911346
87494, EUR, AUD,91912396.5
87495, USD, EUR,91913447
87496, EUR, AUD,91914497.5
87497, USD, EUR,91915548
87498, EUR, AUD,91916598.5
87499, USD, EUR,91917649
87500, EUR, AUD,91918699.5
87501, USD, EUR,91919750
87502, EUR, AUD,91920800.5
87503, USD, EUR,91921851
87504, EUR, AUD,91922901.5
87505, USD, EUR,91923952
87506, EUR, AUD,91925002.5
87507, USD, EUR,91926053
87508, EUR, AUD,91927103.5
87509, USD, EUR,91928154
87510, EUR, AUD,91929204.5
87511, USD, EUR,91930255
87512, EUR, AUD,91931305.5
87513, USD, EUR,91932356
87514, EUR, AUD,91933406.5
87515, USD, EUR,91934457
87516, EUR, AUD,91935507.5
87517, USD, EUR,91936558
87518, EUR, AUD,91937608.5
87519, USD, EUR,91938659
87520, EUR, AUD,91939709.5
87521, USD, EUR,91940760
87522, EUR, AUD,91941810.5
87523, USD, EUR,91942861
87524, EUR, AUD,91943911.5
87525, USD, EUR,91944962
87526, EUR, AUD,91946012.5
87527, USD, EUR,91947063
87528, EUR, AUD,91948113.5
87529, USD, EUR,91949164
87530, EUR, AUD,91950214.5
87531, USD, EUR,91951265
87532, EUR, AUD,91952315.5
87533, USD, EUR,91953366
87534, EUR, AUD,91954416.5
87535, USD, EUR,91955467
87536, EUR, AUD,91956517.5
87537, USD, EUR,91957568
87538, EUR, AUD,91958618.5
87539, USD, EUR,91959669
87540, EUR, AUD,91960719.5
87541, USD, EUR,91961770
87542, EUR, AUD,91962820.5
87543, USD, EUR,91963871
87544, EUR, AUD,91964921.5
87545, USD, EUR,91965972
87546, EUR, AUD,91967022.5
87547, USD, EUR,91968073
87548, EUR, AUD,91969123.5
87549, USD, EUR,91970174
87550, EUR, AUD,91971224.5
87551, USD, EUR,91972275
87552, EUR, AUD,91973325.5
87553, USD, EUR,91974376
87554, EUR, AUD,91975426.5
87555, USD, EUR,91976477
87556, EUR, AUD,91977527.5
87557, USD, EUR,91978578
87558, EUR, AUD,91979628.5
87559, USD, EUR,91980679
87560, EUR, AUD,91981729.5
87561, USD, EUR,91982780
87562, EUR, AUD,91983830.5
87563, USD, EUR,91984881
87564, EUR, AUD,91985931.5
87565, USD, EUR,91986982
87566, EUR, AUD,91988032.5
87567, USD, EUR,91989083
87568, EUR, AUD,91990133.5
87569, USD, EUR,91991184
87570, EUR, AUD,91992234.5
87571, USD, EUR,91993285
87572, EUR, AUD,91994335.5
87573, USD, EUR,91995386
87574, EUR, AUD,91996436.5
87575, USD, EUR,91997487
87576, EUR, AUD,91998537.5
87577, USD, EUR,91999588
87578, EUR, AUD,92000638.5
87579, USD, EUR,92001689
87580, EUR, AUD,92002739.5
87581, USD, EUR,92003790
87582, EUR, AUD,92004840.5
87583, USD, EUR,92005891
87584, EUR, AUD,92006941.5
87585, USD, EUR,92007992
87586, EUR, AUD,92009042.5
87587, USD, EUR,92010093
87588, EUR, AUD,92011143.5
87589, USD, EUR,92012194
87590, EUR, AUD,92013244.5
87591, USD, EUR,92014295
87592, EUR, AUD,92015345.5
87593, USD, EUR,92016396
87594, EUR, AUD,92017446.5
87595, USD, EUR,92018497
87596, EUR, AUD,92019547.5
87597, USD, EUR,92020598
87598, EUR, AUD,92021648.5
87599, USD, EUR,92022699
87600, EUR, AUD,92023749.5
87601, USD, EUR,92024800
87602, EUR, AUD,92025850.5
87603, USD, EUR,92026901
87604, EUR, AUD,92027951.5
87605, USD, EUR,92029002
87606, EUR, AUD,92030052.5
87607, USD, EUR,92031103
87608, EUR, AUD,92032153.5
87609, USD, EUR,92033204
87610, EUR, AUD,92034254.5
87611, USD, EUR,92035305
87612, EUR, AUD,92036355.5
87613, USD, EUR,92037406
87614, EUR, AUD,92038456.5
87615, USD, EUR,92039507
87616, EUR, AUD,92040557.5
87617, USD, EUR,92041608
87618, EUR, AUD,92042658.5
87619, USD, EUR,92043709
87620, EUR, AUD,92044759.5
87621, USD, EUR,92045810
87622, EUR, AUD,92046860.5
87623, USD, EUR,92047911
87624, EUR, AUD,92048961.5
87625, USD, EUR,92050012
87626, EUR, AUD,92051062.5
87627, USD, EUR,92052113
87628, EUR, AUD,92053163.5
87629, USD, EUR,92054214
87630, EUR, AUD,92055264.5
87631, USD, EUR,92056315
87632, EUR, AUD,92057365.5
87633, USD, EUR,92058416
87634, EUR, AUD,92059466.5
87635, USD, EUR,92060517
87636, EUR, AUD,92061567.5
87637, USD, EUR,92062618
87638, EUR, AUD,92063668.5
87639, USD, EUR,92064719
87640, EUR, AUD,92065769.5
87641, USD, EUR,92066820
87642, EUR, AUD,92067870.5
87643, USD, EUR,92068921
87644, EUR, AUD,92069971.5
87645, USD, EUR,92071022
87646, EUR, AUD,92072072.5
87647, USD, EUR,92073123
87648, EUR, AUD,92074173.5
87649, USD, EUR,92075224
87650, EUR, AUD,92076274.5
87651, USD, EUR,92077325
87652, EUR, AUD,92078375.5
87653, USD, EUR,92079426
87654, EUR, AUD,92080476.5
87655, USD, EUR,92081527
87656, EUR, AUD,92082577.5
87657, USD, EUR,92083628
87658, EUR, AUD,92084678.5
87659, USD, EUR,92085729
87660, EUR, AUD,92086779.5
87661, USD, EUR,92087830
87662, EUR, AUD,92088880.5
87663, USD, EUR,92089931
87664, EUR, AUD,92090981.5
87665, USD, EUR,92092032
87666, EUR, AUD,92093082.5
87667, USD, EUR,92094133
87668, EUR, AUD,92095183.5
87669, USD, EUR,92096234
87670, EUR, AUD,92097284.5
87671, USD, EUR,92098335
87672, EUR, AUD,92099385.5
87673, USD, EUR,92100436
87674, EUR, AUD,92101486.5
87675, USD, EUR,92102537
87676, EUR, AUD,92103587.5
87677, USD, EUR,92104638
87678, EUR, AUD,92105688.5
87679, USD, EUR,92106739
87680, EUR, AUD,92107789.5
87681, USD, EUR,92108840
87682, EUR, AUD,92109890.5
87683, USD, EUR,92110941
87684, EUR, AUD,92111991.5
87685, USD, EUR,92113042
87686, EUR, AUD,92114092.5
87687, USD, EUR,92115143
87688, EUR, AUD,92116193.5
87689, USD, EUR,92117244
87690, EUR, AUD,92118294.5
87691, USD, EUR,92119345
87692, EUR, AUD,92120395.5
87693, USD, EUR,92121446
87694, EUR, AUD,92122496.5
87695, USD, EUR,92123547
87696, EUR, AUD,92124597.5
87697, USD, EUR,92125648
87698, EUR, AUD,92126698.5
87699, USD, EUR,92127749
87700, EUR, AUD,92128799.5
87701, USD, EUR,92129850
87702, EUR, AUD,92130900.5
87703, USD, EUR,92131951
87704, EUR, AUD,92133001.5
87705, USD, EUR,92134052
87706, EUR, AUD,92135102.5
87707, USD, EUR,92136153
87708, EUR, AUD,92137203.5
87709, USD, EUR,92138254
87710, EUR, AUD,92139304.5
87711, USD, EUR,92140355
87712, EUR, AUD,92141405.5
87713, USD, EUR,92142456
87714, EUR, AUD,92143506.5
87715, USD, EUR,92144557
87716, EUR, AUD,92145607.5
87717, USD, EUR,92146658
87718, EUR, AUD,92147708.5
87719, USD, EUR,92148759
87720, EUR, AUD,92149809.5
87721, USD, EUR,92150860
87722, EUR, AUD,92151910.5
87723, USD, EUR,92152961
87724, EUR, AUD,92154011.5
87725, USD, EUR,92155062
87726, EUR, AUD,92156112.5
87727, USD, EUR,92157163
87728, EUR, AUD,92158213.5
87729, USD, EUR,92159264
87730, EUR, AUD,92160314.5
87731, USD, EUR,92161365
87732, EUR, AUD,92162415.5
87733, USD, EUR,92163466
87734, EUR, AUD,92164516.5
87735, USD, EUR,92165567
87736, EUR, AUD,92166617.5
87737, USD, EUR,92167668
87738, EUR, AUD,92168718.5
87739, USD, EUR,92169769
87740, EUR, AUD,92170819.5
87741, USD, EUR,92171870
87742, EUR, AUD,92172920.5
87743, USD, EUR,92173971
87744, EUR, AUD,92175021.5
87745, USD, EUR,92176072
87746, EUR, AUD,92177122.5
87747, USD, EUR,92178173
87748, EUR, AUD,92179223.5
87749, USD, EUR,92180274
87750, EUR, AUD,92181324.5
87751, USD, EUR,92182375
87752, EUR, AUD,92183425.5
87753, USD, EUR,92184476
87754, EUR, AUD,92185526.5
87755, USD, EUR,92186577
87756, EUR, AUD,92187627.5
87757, USD, EUR,92188678
87758, EUR, AUD,92189728.5
87759, USD, EUR,92190779
87760, EUR, AUD,92191829.5
87761, USD, EUR,92192880
87762, EUR, AUD,92193930.5
87763, USD, EUR,92194981
87764, EUR, AUD,92196031.5
87765, USD, EUR,92197082
87766, EUR, AUD,92198132.5
87767, USD, EUR,92199183
87768, EUR, AUD,92200233.5
87769, USD, EUR,92201284
87770, EUR, AUD,92202334.5
87771, USD, EUR,92203385
87772, EUR, AUD,92204435.5
87773, USD, EUR,92205486
87774, EUR, AUD,92206536.5
87775, USD, EUR,92207587
87776, EUR, AUD,92208637.5
87777, USD, EUR,92209688
87778, EUR, AUD,92210738.5
87779, USD, EUR,92211789
87780, EUR, AUD,92212839.5
87781, USD, EUR,92213890
87782, EUR, AUD,92214940.5
87783, USD, EUR,92215991
87784, EUR, AUD,92217041.5
87785, USD, EUR,92218092
87786, EUR, AUD,92219142.5
87787, USD, EUR,92220193
87788, EUR, AUD,92221243.5
87789, USD, EUR,92222294
87790, EUR, AUD,92223344.5
87791, USD, EUR,92224395
87792, EUR, AUD,92225445.5
87793, USD, EUR,92226496
87794, EUR, AUD,92227546.5
87795, USD, EUR,92228597
87796, EUR, AUD,92229647.5
87797, USD, EUR,92230698
87798, EUR, AUD,92231748.5
87799, USD, EUR,92232799
87800, EUR, AUD,92233849.5
87801, USD, EUR,92234900
87802, EUR, AUD,92235950.5
87803, USD, EUR,92237001
87804, EUR, AUD,92238051.5
87805, USD, EUR,92239102
87806, EUR, AUD,92240152.5
87807, USD, EUR,92241203
87808, EUR, AUD,92242253.5
87809, USD, EUR,92243304
87810, EUR, AUD,92244354.5
87811, USD, EUR,92245405
87812, EUR, AUD,92246455.5
87813, USD, EUR,92247506
87814, EUR, AUD,92248556.5
87815, USD, EUR,92249607
87816, EUR, AUD,92250657.5
87817, USD, EUR,92251708
87818, EUR, AUD,92252758.5
87819, USD, EUR,92253809
87820, EUR, AUD,92254859.5
87821, USD, EUR,92255910
87822, EUR, AUD,92256960.5
87823, USD, EUR,92258011
87824, EUR, AUD,92259061.5
87825, USD, EUR,92260112
87826, EUR, AUD,92261162.5
87827, USD, EUR,92262213
87828, EUR, AUD,92263263.5
87829, USD, EUR,92264314
87830, EUR, AUD,92265364.5
87831, USD, EUR,92266415
87832, EUR, AUD,92267465.5
87833, USD, EUR,92268516
87834, EUR, AUD,92269566.5
87835, USD, EUR,92270617
87836, EUR, AUD,92271667.5
87837, USD, EUR,92272718
87838, EUR, AUD,92273768.5
87839, USD, EUR,92274819
87840, EUR, AUD,92275869.5
87841, USD, EUR,92276920
87842, EUR, AUD,92277970.5
87843, USD, EUR,92279021
87844, EUR, AUD,92280071.5
87845, USD, EUR,92281122
87846, EUR, AUD,92282172.5
87847, USD, EUR,92283223
87848, EUR, AUD,92284273.5
87849, USD, EUR,92285324
87850, EUR, AUD,92286374.5
87851, USD, EUR,92287425
87852, EUR, AUD,92288475.5
87853, USD, EUR,92289526
87854, EUR, AUD,92290576.5
87855, USD, EUR,92291627
87856, EUR, AUD,92292677.5
87857, USD, EUR,92293728
87858, EUR, AUD,92294778.5
87859, USD, EUR,92295829
87860, EUR, AUD,92296879.5
87861, USD, EUR,92297930
87862, EUR, AUD,92298980.5
87863, USD, EUR,92300031
87864, EUR, AUD,92301081.5
87865, USD, EUR,92302132
87866, EUR, AUD,92303182.5
87867, USD, EUR,92304233
87868, EUR, AUD,92305283.5
